COUNTY_CODE,STATENAME,COUNTY,MA_REGION_CODE,MA_REGION,PDP_REGION_CODE,PDP_REGION
16180,Iowa,CHICKASAW,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16190,Iowa,CLARKE,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16200,Iowa,CLAY,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16210,Iowa,CLAYTON,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16220,Iowa,CLINTON,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16230,Iowa,CRAWFORD,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16240,Iowa,DALLAS,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16250,Iowa,DAVIS,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16260,Iowa,DECATUR,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16270,Iowa,DELAWARE,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16280,Iowa,DES MOINES,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16290,Iowa,DICKINSON,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16300,Iowa,DUBUQUE,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16310,Iowa,EMMET,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16320,Iowa,FAYETTE,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16330,Iowa,FLOYD,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16340,Iowa,FRANKLIN,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16350,Iowa,FREMONT,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16360,Iowa,GREENE,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16370,Iowa,GRUNDY,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16380,Iowa,GUTHRIE,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16390,Iowa,HAMILTON,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16400,Iowa,HANCOCK,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16410,Iowa,HARDIN,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16420,Iowa,HARRISON,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16430,Iowa,HENRY,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16440,Iowa,HOWARD,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16450,Iowa,HUMBOLDT,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16460,Iowa,IDA,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16470,Iowa,IOWA,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16480,Iowa,JACKSON,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16490,Iowa,JASPER,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16500,Iowa,JEFFERSON,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16510,Iowa,JOHNSON,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16520,Iowa,JONES,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16530,Iowa,KEOKUK,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16540,Iowa,KOSSUTH,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16550,Iowa,LEE,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16560,Iowa,LINN,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16570,Iowa,LOUISA,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16580,Iowa,LUCAS,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16590,Iowa,LYON,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16600,Iowa,MADISON,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16610,Iowa,MAHASKA,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16620,Iowa,MARION,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16630,Iowa,MARSHALL,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16640,Iowa,MILLS,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16650,Iowa,MITCHELL,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16660,Iowa,MONONA,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16670,Iowa,MONROE,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16680,Iowa,MONTGOMERY,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16690,Iowa,MUSCATINE,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16700,Iowa,OBRIEN,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16710,Iowa,OSCEOLA,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16720,Iowa,PAGE,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16730,Iowa,PALO ALTO,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16740,Iowa,PLYMOUTH,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16750,Iowa,POCAHONTAS,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16760,Iowa,POLK,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16770,Iowa,POTTAWATTAMIE,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16780,Iowa,POWESHIEK,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16790,Iowa,RINGGOLD,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16800,Iowa,SAC,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16810,Iowa,SCOTT,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16820,Iowa,SHELBY,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16830,Iowa,SIOUX,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16840,Iowa,STORY,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16850,Iowa,TAMA,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16860,Iowa,TAYLOR,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16870,Iowa,UNION,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16880,Iowa,VAN BUREN,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16890,Iowa,WAPELLO,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16900,Iowa,WARREN,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16910,Iowa,WASHINGTON,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16920,Iowa,WAYNE,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16930,Iowa,WEBSTER,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16940,Iowa,WINNEBAGO,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16950,Iowa,WINNESHIEK,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16960,Iowa,WOODBURY,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16970,Iowa,WORTH,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16980,Iowa,WRIGHT,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
16999,Iowa, ,19,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)",25,"Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)"
17000,Kansas,ALLEN,18,Kansas and Oklahoma,24,Kansas
17010,Kansas,ANDERSON,18,Kansas and Oklahoma,24,Kansas
17020,Kansas,ATCHISON,18,Kansas and Oklahoma,24,Kansas
17030,Kansas,BARBER,18,Kansas and Oklahoma,24,Kansas
17040,Kansas,BARTON,18,Kansas and Oklahoma,24,Kansas
17050,Kansas,BOURBON,18,Kansas and Oklahoma,24,Kansas
17060,Kansas,BROWN,18,Kansas and Oklahoma,24,Kansas
17070,Kansas,BUTLER,18,Kansas and Oklahoma,24,Kansas
17080,Kansas,CHASE,18,Kansas and Oklahoma,24,Kansas
17090,Kansas,CHAUTAUQUA,18,Kansas and Oklahoma,24,Kansas
17100,Kansas,CHEROKEE,18,Kansas and Oklahoma,24,Kansas
17110,Kansas,CHEYENNE,18,Kansas and Oklahoma,24,Kansas
17120,Kansas,CLARK,18,Kansas and Oklahoma,24,Kansas
17130,Kansas,CLAY,18,Kansas and Oklahoma,24,Kansas
17140,Kansas,CLOUD,18,Kansas and Oklahoma,24,Kansas
17150,Kansas,COFFEY,18,Kansas and Oklahoma,24,Kansas
17160,Kansas,COMANCHE,18,Kansas and Oklahoma,24,Kansas
17170,Kansas,COWLEY,18,Kansas and Oklahoma,24,Kansas
17180,Kansas,CRAWFORD,18,Kansas and Oklahoma,24,Kansas
17190,Kansas,DECATUR,18,Kansas and Oklahoma,24,Kansas
17200,Kansas,DICKINSON,18,Kansas and Oklahoma,24,Kansas
17210,Kansas,DONIPHAN,18,Kansas and Oklahoma,24,Kansas
17220,Kansas,DOUGLAS,18,Kansas and Oklahoma,24,Kansas
17230,Kansas,EDWARDS,18,Kansas and Oklahoma,24,Kansas
17240,Kansas,ELK,18,Kansas and Oklahoma,24,Kansas
17250,Kansas,ELLIS,18,Kansas and Oklahoma,24,Kansas
17260,Kansas,ELLSWORTH,18,Kansas and Oklahoma,24,Kansas
17270,Kansas,FINNEY,18,Kansas and Oklahoma,24,Kansas
17280,Kansas,FORD,18,Kansas and Oklahoma,24,Kansas
17290,Kansas,FRANKLIN,18,Kansas and Oklahoma,24,Kansas
17300,Kansas,GEARY,18,Kansas and Oklahoma,24,Kansas
17310,Kansas,GOVE,18,Kansas and Oklahoma,24,Kansas
17320,Kansas,GRAHAM,18,Kansas and Oklahoma,24,Kansas
17330,Kansas,GRANT,18,Kansas and Oklahoma,24,Kansas
17340,Kansas,GRAY,18,Kansas and Oklahoma,24,Kansas
17350,Kansas,GREELEY,18,Kansas and Oklahoma,24,Kansas
17360,Kansas,GREENWOOD,18,Kansas and Oklahoma,24,Kansas
17370,Kansas,HAMILTON,18,Kansas and Oklahoma,24,Kansas
17380,Kansas,HARPER,18,Kansas and Oklahoma,24,Kansas
17390,Kansas,HARVEY,18,Kansas and Oklahoma,24,Kansas
17391,Kansas,HASKELL,18,Kansas and Oklahoma,24,Kansas
17410,Kansas,HODGEMAN,18,Kansas and Oklahoma,24,Kansas
17420,Kansas,JACKSON,18,Kansas and Oklahoma,24,Kansas
17430,Kansas,JEFFERSON,18,Kansas and Oklahoma,24,Kansas
17440,Kansas,JEWELL,18,Kansas and Oklahoma,24,Kansas
17450,Kansas,JOHNSON,18,Kansas and Oklahoma,24,Kansas
17451,Kansas,KEARNY,18,Kansas and Oklahoma,24,Kansas
17470,Kansas,KINGMAN,18,Kansas and Oklahoma,24,Kansas
17480,Kansas,KIOWA,18,Kansas and Oklahoma,24,Kansas
17490,Kansas,LABETTE,18,Kansas and Oklahoma,24,Kansas
17500,Kansas,LANE,18,Kansas and Oklahoma,24,Kansas
17510,Kansas,LEAVENWORTH,18,Kansas and Oklahoma,24,Kansas
17520,Kansas,LINCOLN,18,Kansas and Oklahoma,24,Kansas
17530,Kansas,LINN,18,Kansas and Oklahoma,24,Kansas
17540,Kansas,LOGAN,18,Kansas and Oklahoma,24,Kansas
17550,Kansas,LYON,18,Kansas and Oklahoma,24,Kansas
17560,Kansas,MCPHERSON,18,Kansas and Oklahoma,24,Kansas
17570,Kansas,MARION,18,Kansas and Oklahoma,24,Kansas
17580,Kansas,MARSHALL,18,Kansas and Oklahoma,24,Kansas
17590,Kansas,MEADE,18,Kansas and Oklahoma,24,Kansas
17600,Kansas,MIAMI,18,Kansas and Oklahoma,24,Kansas
17610,Kansas,MITCHELL,18,Kansas and Oklahoma,24,Kansas
17620,Kansas,MONTGOMERY,18,Kansas and Oklahoma,24,Kansas
17630,Kansas,MORRIS,18,Kansas and Oklahoma,24,Kansas
17640,Kansas,MORTON,18,Kansas and Oklahoma,24,Kansas
17650,Kansas,NEMAHA,18,Kansas and Oklahoma,24,Kansas
17660,Kansas,NEOSHO,18,Kansas and Oklahoma,24,Kansas
17670,Kansas,NESS,18,Kansas and Oklahoma,24,Kansas
17680,Kansas,NORTON,18,Kansas and Oklahoma,24,Kansas
17690,Kansas,OSAGE,18,Kansas and Oklahoma,24,Kansas
17700,Kansas,OSBORNE,18,Kansas and Oklahoma,24,Kansas
17710,Kansas,OTTAWA,18,Kansas and Oklahoma,24,Kansas
17720,Kansas,PAWNEE,18,Kansas and Oklahoma,24,Kansas
17730,Kansas,PHILLIPS,18,Kansas and Oklahoma,24,Kansas
17740,Kansas,POTTAWATOMIE,18,Kansas and Oklahoma,24,Kansas
17750,Kansas,PRATT,18,Kansas and Oklahoma,24,Kansas
17760,Kansas,RAWLINS,18,Kansas and Oklahoma,24,Kansas
17770,Kansas,RENO,18,Kansas and Oklahoma,24,Kansas
17780,Kansas,REPUBLIC,18,Kansas and Oklahoma,24,Kansas
17790,Kansas,RICE,18,Kansas and Oklahoma,24,Kansas
17800,Kansas,RILEY,18,Kansas and Oklahoma,24,Kansas
17810,Kansas,ROOKS,18,Kansas and Oklahoma,24,Kansas
17820,Kansas,RUSH,18,Kansas and Oklahoma,24,Kansas
17830,Kansas,RUSSELL,18,Kansas and Oklahoma,24,Kansas
17840,Kansas,SALINE,18,Kansas and Oklahoma,24,Kansas
17841,Kansas,SCOTT,18,Kansas and Oklahoma,24,Kansas
17860,Kansas,SEDGWICK,18,Kansas and Oklahoma,24,Kansas
17870,Kansas,SEWARD,18,Kansas and Oklahoma,24,Kansas
17880,Kansas,SHAWNEE,18,Kansas and Oklahoma,24,Kansas
