"""ZIPCODE"""," ""LATITUDE"""," ""LONGITUDE"""," ""CITY"""," ""STATE""","""STATENAME"""," ""COUNTY"""," ""ZIPCLASS"""
00501,40.922326,-72.637078,HOLTSVILLE,NY,New York,SUFFOLK,UNIQUE
00544,40.922326,-72.637078,HOLTSVILLE,NY,New York,SUFFOLK,UNIQUE
00601,18.165273,-66.722583,ADJUNTAS,PR,Puerto Rico,ADJUNTAS,STANDARD
00602,18.393103,-67.180953,AGUADA,PR,Puerto Rico,AGUADA,STANDARD
00603,18.455913,-67.14578,AGUADILLA,PR,Puerto Rico,AGUADILLA,STANDARD
00604,18.49352,-67.135883,AGUADILLA,PR,Puerto Rico,AGUADILLA,STANDARD
00605,18.465162,-67.141486,AGUADILLA,PR,Puerto Rico,AGUADILLA,STANDARD
00606,18.172947,-66.944111,MARICAO,PR,Puerto Rico,MARICAO,STANDARD
00610,18.288685,-67.139696,ANASCO,PR,Puerto Rico,ANASCO,STANDARD
00611,18.279531,-66.80217,ANGELES,PR,Puerto Rico,UTUADO,PO BOX ONLY
00612,18.450674,-66.698262,ARECIBO,PR,Puerto Rico,ARECIBO,STANDARD
00613,18.458093,-66.732732,ARECIBO,PR,Puerto Rico,ARECIBO,STANDARD
00614,18.429675,-66.674506,ARECIBO,PR,Puerto Rico,ARECIBO,STANDARD
00616,18.444792,-66.640678,BAJADERO,PR,Puerto Rico,ARECIBO,STANDARD
00617,18.447092,-66.544255,BARCELONETA,PR,Puerto Rico,BARCELONETA,STANDARD
00622,17.998531,-67.187318,BOQUERON,PR,Puerto Rico,CABO ROJO,STANDARD
00623,18.062201,-67.149541,CABO ROJO,PR,Puerto Rico,CABO ROJO,STANDARD
00624,18.023535,-66.726156,PENUELAS,PR,Puerto Rico,PENUELAS,STANDARD
00627,18.477891,-66.85477,CAMUY,PR,Puerto Rico,CAMUY,STANDARD
00631,18.269187,-66.864993,CASTANER,PR,Puerto Rico,LARES,STANDARD
00636,18.113284,-67.039706,ROSARIO,PR,Puerto Rico,SAN GERMAN,STANDARD
00637,18.087322,-66.934911,SABANA GRANDE,PR,Puerto Rico,SABANA GRANDE,STANDARD
00638,18.33616,-66.472087,CIALES,PR,Puerto Rico,CIALES,STANDARD
00641,18.250027,-66.698957,UTUADO,PR,Puerto Rico,UTUADO,STANDARD
00646,18.43606,-66.281954,DORADO,PR,Puerto Rico,DORADO,STANDARD
00647,17.969594,-66.939754,ENSENADA,PR,Puerto Rico,GUANICA,STANDARD
00650,18.360125,-66.562311,FLORIDA,PR,Puerto Rico,FLORIDA,STANDARD
00652,18.457254,-66.603358,GARROCHALES,PR,Puerto Rico,ARECIBO,STANDARD
00653,17.972468,-66.898661,GUANICA,PR,Puerto Rico,GUANICA,STANDARD
00656,18.02328,-66.786909,GUAYANILLA,PR,Puerto Rico,GUAYANILLA,STANDARD
00659,18.481391,-66.808696,HATILLO,PR,Puerto Rico,HATILLO,STANDARD
00660,18.145486,-67.135323,HORMIGUEROS,PR,Puerto Rico,HORMIGUEROS,STANDARD
00662,18.480285,-67.028155,ISABELA,PR,Puerto Rico,ISABELA,STANDARD
00664,18.217606,-66.598306,JAYUYA,PR,Puerto Rico,JAYUYA,STANDARD
00667,18.015099,-67.055973,LAJAS,PR,Puerto Rico,LAJAS,STANDARD
00669,18.295952,-66.881925,LARES,PR,Puerto Rico,LARES,STANDARD
00670,18.252135,-66.990967,LAS MARIAS,PR,Puerto Rico,LAS MARIAS,STANDARD
00674,18.44553,-66.490268,MANATI,PR,Puerto Rico,MANATI,STANDARD
00676,18.383727,-67.080799,MOCA,PR,Puerto Rico,MOCA,STANDARD
00677,18.335781,-67.252547,RINCON,PR,Puerto Rico,RINCON,STANDARD
00678,18.45303,-66.933689,QUEBRADILLAS,PR,Puerto Rico,QUEBRADILLAS,STANDARD
00680,18.219023,-67.508068,MAYAGUEZ,PR,Puerto Rico,MAYAGUEZ,STANDARD
00681,18.219023,-67.508068,MAYAGUEZ,PR,Puerto Rico,MAYAGUEZ,STANDARD
00682,18.219023,-67.508068,MAYAGUEZ,PR,Puerto Rico,MAYAGUEZ,STANDARD
00683,18.113284,-67.039706,SAN GERMAN,PR,Puerto Rico,SAN GERMAN,STANDARD
00685,18.3236,-66.972227,SAN SEBASTIAN,PR,Puerto Rico,SAN SEBASTIAN,STANDARD
00687,18.316976,-66.415207,MOROVIS,PR,Puerto Rico,MOROVIS,STANDARD
00688,18.429675,-66.674506,SABANA HOYOS,PR,Puerto Rico,ARECIBO,STANDARD
00690,18.476196,-67.139597,SAN ANTONIO,PR,Puerto Rico,AGUADILLA,STANDARD
00692,18.435818,-66.338523,VEGA ALTA,PR,Puerto Rico,VEGA ALTA,STANDARD
00693,18.443109,-66.398302,VEGA BAJA,PR,Puerto Rico,VEGA BAJA,STANDARD
00694,18.443109,-66.398302,VEGA BAJA,PR,Puerto Rico,VEGA BAJA,STANDARD
00698,18.06104,-66.861164,YAUCO,PR,Puerto Rico,YAUCO,STANDARD
00703,18.250398,-66.12845,AGUAS BUENAS,PR,Puerto Rico,AGUAS BUENAS,STANDARD
00704,17.99229,-66.139253,AGUIRRE,PR,Puerto Rico,GUAYAMA,STANDARD
00705,18.128092,-66.268717,AIBONITO,PR,Puerto Rico,AIBONITO,STANDARD
00707,18.007014,-65.898719,MAUNABO,PR,Puerto Rico,MAUNABO,STANDARD
00714,17.96751,-66.04138,ARROYO,PR,Puerto Rico,ARROYO,STANDARD
00715,18.011854,-66.563721,MERCEDITA,PR,Puerto Rico,PONCE,STANDARD
00716,18.001995,-66.607429,PONCE,PR,Puerto Rico,PONCE,STANDARD
00717,18.001995,-66.607429,PONCE,PR,Puerto Rico,PONCE,STANDARD
00718,18.22139,-65.77831,NAGUABO,PR,Puerto Rico,NAGUABO,STANDARD
00719,18.298017,-66.229751,NARANJITO,PR,Puerto Rico,NARANJITO,STANDARD
00720,18.226862,-66.39402,OROCOVIS,PR,Puerto Rico,OROCOVIS,STANDARD
00721,18.364161,-65.778288,PALMER,PR,Puerto Rico,RIO GRANDE,STANDARD
00723,18.009994,-66.010572,PATILLAS,PR,Puerto Rico,PATILLAS,STANDARD
00725,18.212965,-66.058033,CAGUAS,PR,Puerto Rico,CAGUAS,STANDARD
00726,18.212965,-66.058033,CAGUAS,PR,Puerto Rico,CAGUAS,STANDARD
00727,18.212965,-66.058033,CAGUAS,PR,Puerto Rico,CAGUAS,STANDARD
00728,18.001995,-66.607429,PONCE,PR,Puerto Rico,PONCE,STANDARD
00729,18.333093,-65.883864,CANOVANAS,PR,Puerto Rico,CANOVANAS,STANDARD
00730,18.001995,-66.607429,PONCE,PR,Puerto Rico,PONCE,STANDARD
00731,18.03831,-66.626344,PONCE,PR,Puerto Rico,PONCE,STANDARD
00732,18.021781,-66.613742,PONCE,PR,Puerto Rico,PONCE,STANDARD
00733,18.019331,-66.619165,PONCE,PR,Puerto Rico,PONCE,STANDARD
00734,17.999499,-66.643934,PONCE,PR,Puerto Rico,PONCE,STANDARD
00735,18.264872,-65.594769,CEIBA,PR,Puerto Rico,CEIBA,STANDARD
00736,18.102967,-66.139274,CAYEY,PR,Puerto Rico,CAYEY,STANDARD
00737,18.102967,-66.139274,CAYEY,PR,Puerto Rico,CAYEY,STANDARD
00738,18.359381,-65.611361,FAJARDO,PR,Puerto Rico,FAJARDO,STANDARD
00739,18.181469,-66.169519,CIDRA,PR,Puerto Rico,CIDRA,STANDARD
00740,18.331958,-65.63878,PUERTO REAL,PR,Puerto Rico,FAJARDO,STANDARD
00741,18.162156,-65.753485,PUNTA SANTIAGO,PR,Puerto Rico,HUMACAO,STANDARD
00742,18.264872,-65.594769,ROOSEVELT ROADS,PR,Puerto Rico,CEIBA,STANDARD
00744,18.206329,-65.743058,RIO BLANCO,PR,Puerto Rico,NAGUABO,PO BOX ONLY
00745,18.367347,-65.816583,RIO GRANDE,PR,Puerto Rico,RIO GRANDE,STANDARD
00751,17.99852,-66.264825,SALINAS,PR,Puerto Rico,SALINAS,STANDARD
00754,18.187584,-65.962389,SAN LORENZO,PR,Puerto Rico,SAN LORENZO,STANDARD
00757,17.991233,-66.395543,SANTA ISABEL,PR,Puerto Rico,SANTA ISABEL,STANDARD
00765,18.123347,-65.460356,VIEQUES,PR,Puerto Rico,VIEQUES,STANDARD
00766,18.120519,-66.496607,VILLALBA,PR,Puerto Rico,VILLALBA,STANDARD
00767,18.045522,-65.886988,YABUCOA,PR,Puerto Rico,YABUCOA,STANDARD
00769,18.095992,-66.35081,COAMO,PR,Puerto Rico,COAMO,STANDARD
00771,18.196576,-65.87197,LAS PIEDRAS,PR,Puerto Rico,LAS PIEDRAS,STANDARD
00772,18.447406,-65.899357,LOIZA,PR,Puerto Rico,LOIZA,STANDARD
00773,18.366027,-65.708138,LUQUILLO,PR,Puerto Rico,LUQUILLO,STANDARD
00775,18.323736,-65.296467,CULEBRA,PR,Puerto Rico,CULEBRA,PO BOX ONLY
00777,18.206489,-65.901774,JUNCOS,PR,Puerto Rico,JUNCOS,STANDARD
00778,18.259092,-65.974641,GURABO,PR,Puerto Rico,GURABO,STANDARD
00780,18.001995,-66.607429,COTO LAUREL,PR,Puerto Rico,PONCE,STANDARD
00782,18.224958,-66.219885,COMERIO,PR,Puerto Rico,COMERIO,STANDARD
00783,18.304369,-66.330525,COROZAL,PR,Puerto Rico,COROZAL,STANDARD
00784,17.99229,-66.139253,GUAYAMA,PR,Puerto Rico,GUAYAMA,STANDARD
00785,18.018822,-66.795603,GUAYAMA,PR,Puerto Rico,GUAYANILLA,STANDARD
00786,18.128092,-66.268717,LA PLATA,PR,Puerto Rico,AIBONITO,PO BOX ONLY
00791,18.138029,-65.788499,HUMACAO,PR,Puerto Rico,HUMACAO,STANDARD
00792,18.138029,-65.788499,HUMACAO,PR,Puerto Rico,HUMACAO,STANDARD
00794,18.200898,-66.307236,BARRANQUITAS,PR,Puerto Rico,BARRANQUITAS,STANDARD
00795,17.997367,-66.493218,JUANA DIAZ,PR,Puerto Rico,JUANA DIAZ,STANDARD
00801,18.322285,-64.963715,ST THOMAS,VI,Puerto Rico,SAINT THOMAS,STANDARD
00802,18.322285,-64.963715,ST THOMAS,VI,Puerto Rico,SAINT THOMAS,STANDARD
00803,18.322285,-64.963715,ST THOMAS,VI,Puerto Rico,SAINT THOMAS,STANDARD
00804,18.322285,-64.963715,ST THOMAS,VI,Puerto Rico,SAINT THOMAS,STANDARD
00805,18.322285,-64.963715,ST THOMAS,VI,Puerto Rico,SAINT THOMAS,STANDARD
00820,17.734211,-64.734694,CHRISTIANSTED,VI,Puerto Rico,SAINT CROIX,STANDARD
00821,17.734211,-64.734694,CHRISTIANSTED,VI,Puerto Rico,SAINT CROIX,STANDARD
00822,17.734211,-64.734694,CHRISTIANSTED,VI,Puerto Rico,SAINT CROIX,STANDARD
00823,17.734211,-64.734694,CHRISTIANSTED,VI,Puerto Rico,SAINT CROIX,STANDARD
00824,17.734211,-64.734694,CHRISTIANSTED,VI,Puerto Rico,SAINT CROIX,STANDARD
00830,18.32816,-64.740737,ST JOHN,VI,Puerto Rico,SAINT JOHN,STANDARD
00831,18.32816,-64.740737,ST JOHN,VI,Puerto Rico,SAINT JOHN,STANDARD
00840,17.734211,-64.734694,FREDERIKSTED,VI,Puerto Rico,SAINT CROIX,STANDARD
00841,17.734211,-64.734694,FREDERIKSTED,VI,Puerto Rico,SAINT CROIX,STANDARD
00850,17.734211,-64.734694,KINGSHILL,VI,Puerto Rico,SAINT CROIX,STANDARD
00851,17.734211,-64.734694,KINGSHILL,VI,Puerto Rico,SAINT CROIX,STANDARD
00901,18.465901,-66.103568,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00902,18.410462,-66.060533,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00906,18.410462,-66.060533,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00907,18.451647,-66.077003,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00908,18.410462,-66.060533,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00909,18.443384,-66.068133,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00910,18.410462,-66.060533,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00911,18.450828,-66.057859,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00912,18.444187,-66.059859,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00913,18.450735,-66.043352,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00914,18.410462,-66.060533,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00915,18.437896,-66.048087,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00916,18.410462,-66.060533,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00917,18.422018,-66.050602,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00918,18.419069,-66.062319,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00919,18.410462,-66.060533,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00920,18.406808,-66.091885,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00921,18.390429,-66.066124,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00922,18.410462,-66.060533,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00923,18.410775,-66.036708,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00924,18.396392,-66.01146,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00925,18.401055,-66.049773,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00926,18.369376,-66.062804,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00927,18.385174,-66.071959,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00928,18.410462,-66.060533,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00929,18.410462,-66.060533,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00930,18.410462,-66.060533,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00931,18.410462,-66.060533,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00933,18.410462,-66.060533,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00934,18.34487,-66.166014,FORT BUCHANAN,PR,Puerto Rico,BAYAMON,STANDARD
00935,18.410462,-66.060533,SAN JUAN,PR,Puerto Rico,SAN JUAN,UNIQUE
00936,18.410462,-66.060533,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00937,18.410462,-66.060533,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00938,18.410462,-66.060533,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00939,18.410462,-66.060533,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00940,18.410462,-66.060533,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00949,18.431911,-66.199692,TOA BAJA,PR,Puerto Rico,TOA BAJA,STANDARD
00950,18.457761,-66.196503,TOA BAJA,PR,Puerto Rico,TOA BAJA,STANDARD
00951,18.457761,-66.196503,TOA BAJA,PR,Puerto Rico,TOA BAJA,STANDARD
00952,18.457761,-66.196503,SABANA SECA,PR,Puerto Rico,TOA BAJA,STANDARD
00953,18.356795,-66.25701,TOA ALTA,PR,Puerto Rico,TOA ALTA,STANDARD
00954,18.358939,-66.258108,TOA ALTA,PR,Puerto Rico,TOA ALTA,STANDARD
00955,18.410462,-66.060533,SAN JUAN,PR,Puerto Rico,SAN JUAN,STANDARD
00956,18.326702,-66.174176,BAYAMON,PR,Puerto Rico,BAYAMON,STANDARD
00957,18.366645,-66.183907,BAYAMON,PR,Puerto Rico,BAYAMON,STANDARD
00958,18.34487,-66.166014,BAYAMON,PR,Puerto Rico,BAYAMON,STANDARD
00959,18.387058,-66.159044,BAYAMON,PR,Puerto Rico,BAYAMON,STANDARD
00960,18.34487,-66.166014,BAYAMON,PR,Puerto Rico,BAYAMON,STANDARD
00961,18.413195,-66.168651,BAYAMON,PR,Puerto Rico,BAYAMON,STANDARD
00962,18.437644,-66.140407,CATANO,PR,Puerto Rico,CATANO,STANDARD
00963,18.443217,-66.139293,CATANO,PR,Puerto Rico,CATANO,STANDARD
00965,18.428784,-66.11539,GUAYNABO,PR,Puerto Rico,GUAYNABO,STANDARD
00966,18.396815,-66.114889,GUAYNABO,PR,Puerto Rico,GUAYNABO,STANDARD
00968,18.410462,-66.060533,GUAYNABO,PR,Puerto Rico,SAN JUAN,STANDARD
00969,18.362322,-66.113729,GUAYNABO,PR,Puerto Rico,GUAYNABO,STANDARD
00970,18.359143,-66.112295,GUAYNABO,PR,Puerto Rico,GUAYNABO,STANDARD
00971,18.30942,-66.113606,GUAYNABO,PR,Puerto Rico,GUAYNABO,STANDARD
00975,18.410462,-66.060533,SAN JUAN,PR,Puerto Rico,SAN JUAN,UNIQUE
00976,18.338133,-65.989229,TRUJILLO ALTO,PR,Puerto Rico,TRUJILLO ALTO,STANDARD
00977,18.337004,-65.990099,TRUJILLO ALTO,PR,Puerto Rico,TRUJILLO ALTO,STANDARD
00978,18.337004,-65.990099,SAINT JUST CONTRACT,PR,Puerto Rico,TRUJILLO ALTO,STANDARD
00979,18.410462,-66.060533,CAROLINA,PR,Puerto Rico,SAN JUAN,STANDARD
00981,18.410462,-66.060533,CAROLINA,PR,Puerto Rico,SAN JUAN,STANDARD
00982,18.410462,-66.060533,CAROLINA,PR,Puerto Rico,SAN JUAN,STANDARD
00983,18.413452,-65.977659,CAROLINA,PR,Puerto Rico,CAROLINA,STANDARD
00984,18.393355,-65.972495,CAROLINA,PR,Puerto Rico,CAROLINA,STANDARD
00985,18.345741,-65.93888,CAROLINA,PR,Puerto Rico,CAROLINA,STANDARD
00986,18.393355,-65.972495,CAROLINA,PR,Puerto Rico,CAROLINA,STANDARD
00987,18.373466,-65.959932,CAROLINA,PR,Puerto Rico,CAROLINA,STANDARD
00988,18.393355,-65.972495,CAROLINA,PR,Puerto Rico,CAROLINA,STANDARD
01001,42.140549,-72.788661,AGAWAM,MA,Massachusetts,HAMPDEN,STANDARD
01002,42.367092,-72.464571,AMHERST,MA,Massachusetts,HAMPSHIRE,STANDARD
01003,42.369562,-72.63599,AMHERST,MA,Massachusetts,HAMPSHIRE,STANDARD
01004,42.384494,-72.513183,AMHERST,MA,Massachusetts,HAMPSHIRE,STANDARD
01005,42.32916,-72.139465,BARRE,MA,Massachusetts,WORCESTER,STANDARD
01007,42.280267,-72.402056,BELCHERTOWN,MA,Massachusetts,HAMPSHIRE,STANDARD
01008,42.177833,-72.958359,BLANDFORD,MA,Massachusetts,HAMPDEN,STANDARD
01009,42.206092,-72.340486,BONDSVILLE,MA,Massachusetts,HAMPDEN,PO BOX ONLY
01010,42.108585,-72.20448,BRIMFIELD,MA,Massachusetts,HAMPDEN,STANDARD
01011,42.294259,-72.952776,CHESTER,MA,Massachusetts,HAMPDEN,STANDARD
01012,42.392274,-72.825607,CHESTERFIELD,MA,Massachusetts,HAMPSHIRE,STANDARD
01013,42.161492,-72.667341,CHICOPEE,MA,Massachusetts,HAMPDEN,STANDARD
01014,42.170731,-72.604842,CHICOPEE,MA,Massachusetts,HAMPDEN,STANDARD
01020,42.177492,-72.562563,CHICOPEE,MA,Massachusetts,HAMPDEN,STANDARD
01021,42.170731,-72.604842,CHICOPEE,MA,Massachusetts,HAMPDEN,STANDARD
01022,42.193392,-72.55436,CHICOPEE,MA,Massachusetts,HAMPDEN,STANDARD
01026,42.428617,-72.909841,CUMMINGTON,MA,Massachusetts,HAMPSHIRE,STANDARD
01027,42.368303,-72.768839,EASTHAMPTON,MA,Massachusetts,HAMPSHIRE,STANDARD
01028,42.062009,-72.49874,EAST LONGMEADOW,MA,Massachusetts,HAMPDEN,STANDARD
01029,42.190904,-73.051661,EAST OTIS,MA,Massachusetts,BERKSHIRE,PO BOX ONLY
01030,42.189335,-72.79774,FEEDING HILLS,MA,Massachusetts,HAMPDEN,STANDARD
01031,42.352554,-72.205724,GILBERTVILLE,MA,Massachusetts,WORCESTER,STANDARD
01032,42.443837,-72.819446,GOSHEN,MA,Massachusetts,HAMPSHIRE,STANDARD
01033,42.262285,-72.504086,GRANBY,MA,Massachusetts,HAMPSHIRE,STANDARD
01034,42.112748,-72.952003,GRANVILLE,MA,Massachusetts,HAMPDEN,STANDARD
01035,42.356804,-72.576613,HADLEY,MA,Massachusetts,HAMPSHIRE,STANDARD
01036,42.067614,-72.417507,HAMPDEN,MA,Massachusetts,HAMPDEN,STANDARD
01037,42.347856,-72.225251,HARDWICK,MA,Massachusetts,WORCESTER,PO BOX ONLY
01038,42.387269,-72.643081,HATFIELD,MA,Massachusetts,HAMPSHIRE,STANDARD
01039,42.35641,-72.682127,HAYDENVILLE,MA,Massachusetts,HAMPSHIRE,STANDARD
01040,42.198291,-72.64207,HOLYOKE,MA,Massachusetts,HAMPDEN,STANDARD
01041,42.170731,-72.604842,HOLYOKE,MA,Massachusetts,HAMPDEN,STANDARD
01050,42.313427,-72.903677,HUNTINGTON,MA,Massachusetts,HAMPSHIRE,STANDARD
01053,42.353838,-72.704385,LEEDS,MA,Massachusetts,HAMPSHIRE,STANDARD
01054,42.474681,-72.467543,LEVERETT,MA,Massachusetts,FRANKLIN,STANDARD
01056,42.173276,-72.627038,LUDLOW,MA,Massachusetts,HAMPDEN,STANDARD
01057,42.095323,-72.282063,MONSON,MA,Massachusetts,HAMPDEN,STANDARD
01059,42.369562,-72.63599,NORTH AMHERST,MA,Massachusetts,HAMPSHIRE,STANDARD
01060,42.415154,-72.76927,NORTHAMPTON,MA,Massachusetts,HAMPSHIRE,STANDARD
01061,42.369562,-72.63599,NORTHAMPTON,MA,Massachusetts,HAMPSHIRE,STANDARD
01062,42.328838,-72.845227,FLORENCE,MA,Massachusetts,HAMPSHIRE,STANDARD
01063,42.317939,-72.640234,NORTHAMPTON,MA,Massachusetts,HAMPSHIRE,UNIQUE
01066,42.406697,-72.633901,NORTH HATFIELD,MA,Massachusetts,HAMPSHIRE,PO BOX ONLY
01068,42.346144,-72.058847,OAKHAM,MA,Massachusetts,WORCESTER,STANDARD
01069,42.176131,-72.31457,PALMER,MA,Massachusetts,HAMPDEN,STANDARD
01070,42.448984,-72.958397,PLAINFIELD,MA,Massachusetts,HAMPSHIRE,STANDARD
01071,42.177432,-72.864558,RUSSELL,MA,Massachusetts,HAMPDEN,STANDARD
01072,42.471562,-72.44017,SHUTESBURY,MA,Massachusetts,FRANKLIN,STANDARD
01073,42.230008,-72.728463,SOUTHAMPTON,MA,Massachusetts,HAMPSHIRE,STANDARD
01074,42.375998,-72.149388,SOUTH BARRE,MA,Massachusetts,WORCESTER,PO BOX ONLY
01075,42.24984,-72.58152,SOUTH HADLEY,MA,Massachusetts,HAMPSHIRE,STANDARD
01077,42.066644,-72.541205,SOUTHWICK,MA,Massachusetts,HAMPDEN,STANDARD
01079,42.192892,-72.329574,THORNDIKE,MA,Massachusetts,HAMPDEN,PO BOX ONLY
01080,42.179805,-72.517813,THREE RIVERS,MA,Massachusetts,HAMPDEN,STANDARD
01081,42.061948,-72.213598,WALES,MA,Massachusetts,HAMPDEN,STANDARD
01082,42.377471,-72.548549,WARE,MA,Massachusetts,HAMPSHIRE,STANDARD
01083,42.204027,-72.199439,WARREN,MA,Massachusetts,WORCESTER,PO BOX ONLY
01084,42.390303,-72.870857,WEST CHESTERFIELD,MA,Massachusetts,HAMPSHIRE,PO BOX ONLY
01085,42.14869,-72.501887,WESTFIELD,MA,Massachusetts,HAMPDEN,STANDARD
01086,42.173428,-72.847964,WESTFIELD,MA,Massachusetts,HAMPDEN,STANDARD
01088,42.390583,-72.646894,WEST HATFIELD,MA,Massachusetts,HAMPSHIRE,STANDARD
01089,42.125793,-72.645334,WEST SPRINGFIELD,MA,Massachusetts,HAMPDEN,STANDARD
01090,42.170731,-72.604842,WEST SPRINGFIELD,MA,Massachusetts,HAMPDEN,STANDARD
01092,42.202887,-72.229025,WEST WARREN,MA,Massachusetts,WORCESTER,PO BOX ONLY
01093,42.442673,-72.652511,WHATELY,MA,Massachusetts,FRANKLIN,PO BOX ONLY
01094,42.358201,-72.140846,WHEELWRIGHT,MA,Massachusetts,WORCESTER,PO BOX ONLY
01095,42.125974,-72.489988,WILBRAHAM,MA,Massachusetts,HAMPDEN,STANDARD
01096,42.413069,-72.821653,WILLIAMSBURG,MA,Massachusetts,HAMPSHIRE,STANDARD
01097,42.161743,-72.845912,WORONOCO,MA,Massachusetts,HAMPDEN,STANDARD
01098,42.40494,-72.896133,WORTHINGTON,MA,Massachusetts,HAMPSHIRE,STANDARD
01101,42.170731,-72.604842,SPRINGFIELD,MA,Massachusetts,HAMPDEN,STANDARD
01102,42.170731,-72.604842,SPRINGFIELD,MA,Massachusetts,HAMPDEN,STANDARD
01103,42.103044,-72.590783,SPRINGFIELD,MA,Massachusetts,HAMPDEN,STANDARD
01104,42.128605,-72.567966,SPRINGFIELD,MA,Massachusetts,HAMPDEN,STANDARD
01105,42.099793,-72.577732,SPRINGFIELD,MA,Massachusetts,HAMPDEN,STANDARD
01106,42.049194,-72.567882,LONGMEADOW,MA,Massachusetts,HAMPDEN,STANDARD
01107,42.126237,-72.586733,SPRINGFIELD,MA,Massachusetts,HAMPDEN,STANDARD
01108,42.080594,-72.558081,SPRINGFIELD,MA,Massachusetts,HAMPDEN,STANDARD
01109,42.119293,-72.548981,SPRINGFIELD,MA,Massachusetts,HAMPDEN,STANDARD
01111,42.170731,-72.604842,SPRINGFIELD,MA,Massachusetts,HAMPDEN,UNIQUE
01114,42.170731,-72.604842,SPRINGFIELD,MA,Massachusetts,HAMPDEN,UNIQUE
01115,42.102894,-72.591633,SPRINGFIELD,MA,Massachusetts,HAMPDEN,UNIQUE
01116,42.170731,-72.604842,LONGMEADOW,MA,Massachusetts,HAMPDEN,STANDARD
01118,42.093894,-72.523227,SPRINGFIELD,MA,Massachusetts,HAMPDEN,STANDARD
01119,42.124943,-72.526705,SPRINGFIELD,MA,Massachusetts,HAMPDEN,STANDARD
01128,42.094616,-72.487229,SPRINGFIELD,MA,Massachusetts,HAMPDEN,STANDARD
01129,42.124485,-72.489479,SPRINGFIELD,MA,Massachusetts,HAMPDEN,STANDARD
01133,42.170731,-72.604842,SPRINGFIELD,MA,Massachusetts,HAMPDEN,UNIQUE
01138,42.170731,-72.604842,SPRINGFIELD,MA,Massachusetts,HAMPDEN,STANDARD
01139,42.170731,-72.604842,SPRINGFIELD,MA,Massachusetts,HAMPDEN,STANDARD
01144,42.101796,-72.59151,SPRINGFIELD,MA,Massachusetts,HAMPDEN,STANDARD
01151,42.150593,-72.51278,INDIAN ORCHARD,MA,Massachusetts,HAMPDEN,STANDARD
01152,42.170731,-72.604842,SPRINGFIELD,MA,Massachusetts,HAMPDEN,STANDARD
01199,42.119943,-72.604983,SPRINGFIELD,MA,Massachusetts,HAMPDEN,UNIQUE
01201,42.479475,-73.24807,PITTSFIELD,MA,Massachusetts,BERKSHIRE,STANDARD
01202,42.3929,-73.228483,PITTSFIELD,MA,Massachusetts,BERKSHIRE,STANDARD
01203,42.3929,-73.228483,PITTSFIELD,MA,Massachusetts,BERKSHIRE,STANDARD
01220,42.385595,-73.172166,ADAMS,MA,Massachusetts,BERKSHIRE,STANDARD
01222,42.185969,-73.318695,ASHLEY FALLS,MA,Massachusetts,BERKSHIRE,STANDARD
01223,42.3418,-73.103468,BECKET,MA,Massachusetts,BERKSHIRE,STANDARD
01224,42.3929,-73.228483,BERKSHIRE,MA,Massachusetts,BERKSHIRE,STANDARD
01225,42.482125,-73.127483,CHESHIRE,MA,Massachusetts,BERKSHIRE,STANDARD
