"""ZIPCODE"""," ""LATITUDE"""," ""LONGITUDE"""," ""CITY"""," ""STATE""","""STATENAME"""," ""COUNTY"""," ""ZIPCLASS"""
34055,,,FPO,AA,,,MILITARY
34058,,,FPO,AA,,,MILITARY
34060,,,FPO,AA,,,MILITARY
34071,,,FPO,AA,,,MILITARY
34077,,,APO,AA,,,MILITARY
34078,,,FPO,AA,,,MILITARY
34079,,,FPO,AA,,,MILITARY
34086,,,FPO,AA,,,MILITARY
34090,,,FPO,AA,,,MILITARY
34091,,,FPO,AA,,,MILITARY
34092,,,FPO,AA,,,MILITARY
34093,,,FPO,AA,,,MILITARY
34095,,,FPO,AA,,,MILITARY
34098,,,FPO,AA,,,MILITARY
34099,,,FPO,AA,,,MILITARY
34101,25.855534,-81.38719,NAPLES,FL,Florida,COLLIER,STANDARD
34102,26.133968,-81.795309,NAPLES,FL,Florida,COLLIER,STANDARD
34103,26.191666,-81.803944,NAPLES,FL,Florida,COLLIER,STANDARD
34104,26.178752,-81.745447,NAPLES,FL,Florida,COLLIER,STANDARD
34105,26.193769,-81.763609,NAPLES,FL,Florida,COLLIER,STANDARD
34106,26.14326,-81.389124,NAPLES,FL,Florida,COLLIER,STANDARD
34107,26.14326,-81.389124,VANDERBILT BEACH,FL,Florida,COLLIER,STANDARD
34108,26.241595,-81.807056,NAPLES,FL,Florida,COLLIER,STANDARD
34109,26.253416,-81.764364,NAPLES,FL,Florida,COLLIER,STANDARD
34110,26.282328,-81.757284,NAPLES,FL,Florida,COLLIER,STANDARD
34112,26.118429,-81.736052,NAPLES,FL,Florida,COLLIER,STANDARD
34113,26.042638,-81.718172,NAPLES,FL,Florida,COLLIER,STANDARD
34114,26.014314,-81.585552,NAPLES,FL,Florida,COLLIER,STANDARD
34116,26.187256,-81.711048,NAPLES,FL,Florida,COLLIER,STANDARD
34117,26.115558,-81.523853,NAPLES,FL,Florida,COLLIER,STANDARD
34119,26.239288,-81.66871,NAPLES,FL,Florida,COLLIER,STANDARD
34120,26.330438,-81.587104,NAPLES,FL,Florida,COLLIER,STANDARD
34133,26.552895,-81.94861,BONITA SPRINGS,FL,Florida,LEE,STANDARD
34134,26.362566,-81.818279,BONITA SPRINGS,FL,Florida,LEE,STANDARD
34135,26.377129,-81.733377,BONITA SPRINGS,FL,Florida,LEE,STANDARD
34136,26.552895,-81.94861,BONITA SPRINGS,FL,Florida,LEE,STANDARD
34137,26.14326,-81.389124,COPELAND,FL,Florida,COLLIER,PO BOX ONLY
34138,25.836746,-81.121963,CHOKOLOSKEE,FL,Florida,COLLIER,PO BOX ONLY
34139,25.856971,-81.377791,EVERGLADES CITY,FL,Florida,COLLIER,PO BOX ONLY
34140,26.14326,-81.389124,GOODLAND,FL,Florida,COLLIER,PO BOX ONLY
34141,25.873412,-81.159938,OCHOPEE,FL,Florida,COLLIER,STANDARD
34142,26.18437,-81.415175,IMMOKALEE,FL,Florida,COLLIER,STANDARD
34143,26.464183,-81.504661,IMMOKALEE,FL,Florida,COLLIER,STANDARD
34145,25.938768,-81.696751,MARCO ISLAND,FL,Florida,COLLIER,STANDARD
34146,26.14326,-81.389124,MARCO ISLAND,FL,Florida,COLLIER,STANDARD
34201,27.404731,-82.470456,BRADENTON,FL,Florida,MANATEE,STANDARD
34202,27.471379,-82.37934,BRADENTON,FL,Florida,MANATEE,STANDARD
34203,27.454723,-82.535883,BRADENTON,FL,Florida,MANATEE,STANDARD
34204,27.427213,-82.438689,BRADENTON,FL,Florida,MANATEE,STANDARD
34205,27.466869,-82.456033,BRADENTON,FL,Florida,MANATEE,STANDARD
34206,27.427213,-82.438689,BRADENTON,FL,Florida,MANATEE,STANDARD
34207,27.439419,-82.577779,BRADENTON,FL,Florida,MANATEE,STANDARD
34208,27.467817,-82.512018,BRADENTON,FL,Florida,MANATEE,STANDARD
34209,27.475853,-82.616719,BRADENTON,FL,Florida,MANATEE,STANDARD
34210,27.473598,-82.660725,BRADENTON,FL,Florida,MANATEE,STANDARD
34211,,,BRADENTON,FL,Florida,MANATEE,STANDARD
34212,,,BRADENTON,FL,Florida,MANATEE,STANDARD
34215,27.471256,-82.682262,CORTEZ,FL,Florida,MANATEE,STANDARD
34216,27.529113,-82.731722,ANNA MARIA,FL,Florida,MANATEE,PO BOX ONLY
34217,27.485915,-82.710221,BRADENTON BEACH,FL,Florida,MANATEE,STANDARD
34218,27.499515,-82.709871,HOLMES BEACH,FL,Florida,MANATEE,STANDARD
34219,27.566457,-82.269458,PARRISH,FL,Florida,MANATEE,STANDARD
34220,27.427213,-82.438689,PALMETTO,FL,Florida,MANATEE,STANDARD
34221,27.577315,-82.516004,PALMETTO,FL,Florida,MANATEE,STANDARD
34222,27.546332,-82.496732,ELLENTON,FL,Florida,MANATEE,STANDARD
34223,27.143931,-82.404959,ENGLEWOOD,FL,Florida,SARASOTA,STANDARD
34224,27.064882,-82.400124,ENGLEWOOD,FL,Florida,SARASOTA,STANDARD
34228,27.357231,-82.443071,LONGBOAT KEY,FL,Florida,MANATEE,STANDARD
34229,27.213378,-82.488818,OSPREY,FL,Florida,SARASOTA,STANDARD
34230,27.335023,-82.537169,SARASOTA,FL,Florida,SARASOTA,STANDARD
34231,27.227589,-82.432111,SARASOTA,FL,Florida,SARASOTA,STANDARD
34232,27.203872,-82.443249,SARASOTA,FL,Florida,SARASOTA,STANDARD
34233,27.127372,-82.423776,SARASOTA,FL,Florida,SARASOTA,STANDARD
34234,27.368769,-82.526768,SARASOTA,FL,Florida,SARASOTA,STANDARD
34235,27.363072,-82.478376,SARASOTA,FL,Florida,SARASOTA,STANDARD
34236,27.326863,-82.543319,SARASOTA,FL,Florida,SARASOTA,STANDARD
34237,27.337173,-82.514176,SARASOTA,FL,Florida,SARASOTA,STANDARD
34238,27.242689,-82.475145,SARASOTA,FL,Florida,SARASOTA,STANDARD
34239,27.310774,-82.520868,SARASOTA,FL,Florida,SARASOTA,STANDARD
34240,27.231941,-82.3504,SARASOTA,FL,Florida,SARASOTA,STANDARD
34241,27.241077,-82.351349,SARASOTA,FL,Florida,SARASOTA,STANDARD
34242,27.256626,-82.539819,SARASOTA,FL,Florida,SARASOTA,STANDARD
34243,27.415606,-82.528065,SARASOTA,FL,Florida,MANATEE,STANDARD
34250,27.572236,-82.583168,TERRA CEIA,FL,Florida,MANATEE,PO BOX ONLY
34251,27.372771,-82.225911,MYAKKA CITY,FL,Florida,MANATEE,STANDARD
34260,27.427213,-82.438689,MANASOTA,FL,Florida,MANATEE,PO BOX ONLY
34264,27.427213,-82.438689,ONECO,FL,Florida,MANATEE,PO BOX ONLY
34265,27.186146,-81.809939,ARCADIA,FL,Florida,DE SOTO,STANDARD
34266,27.186075,-81.866661,ARCADIA,FL,Florida,DE SOTO,STANDARD
34267,27.186146,-81.809939,FORT OGDEN,FL,Florida,DE SOTO,PO BOX ONLY
34268,27.203827,-81.864443,NOCATEE,FL,Florida,DE SOTO,PO BOX ONLY
34269,,,ARCADIA,FL,Florida,DE SOTO,STANDARD
34270,27.405429,-82.543519,TALLEVAST,FL,Florida,MANATEE,PO BOX ONLY
34272,27.146963,-82.425512,LAUREL,FL,Florida,SARASOTA,PO BOX ONLY
34274,27.144031,-82.464468,NOKOMIS,FL,Florida,SARASOTA,STANDARD
34275,27.229227,-82.459848,NOKOMIS,FL,Florida,SARASOTA,STANDARD
34276,27.167521,-82.380967,SARASOTA,FL,Florida,SARASOTA,STANDARD
34277,27.167521,-82.380967,SARASOTA,FL,Florida,SARASOTA,STANDARD
34278,27.331628,-82.528488,SARASOTA,FL,Florida,SARASOTA,STANDARD
34280,27.427213,-82.438689,BRADENTON,FL,Florida,MANATEE,STANDARD
34281,27.427213,-82.438689,BRADENTON,FL,Florida,MANATEE,STANDARD
34282,27.427213,-82.438689,BRADENTON,FL,Florida,MANATEE,STANDARD
34284,27.167521,-82.380967,VENICE,FL,Florida,SARASOTA,STANDARD
34285,27.09639,-82.433818,VENICE,FL,Florida,SARASOTA,STANDARD
34286,27.074755,-82.175602,NORTH PORT,FL,Florida,SARASOTA,STANDARD
34287,27.189487,-82.334882,NORTH PORT,FL,Florida,SARASOTA,STANDARD
34288,,,NORTH PORT,FL,Florida,SARASOTA,STANDARD
34289,,,NORTH PORT,FL,Florida,SARASOTA,STANDARD
34292,27.090034,-82.370028,VENICE,FL,Florida,SARASOTA,STANDARD
34293,27.060576,-82.352038,VENICE,FL,Florida,SARASOTA,STANDARD
34295,27.085985,-82.438918,ENGLEWOOD,FL,Florida,SARASOTA,STANDARD
34420,29.101476,-82.044371,BELLEVIEW,FL,Florida,MARION,STANDARD
34421,29.240728,-82.087458,BELLEVIEW,FL,Florida,MARION,STANDARD
34423,28.867027,-82.572703,CRYSTAL RIVER,FL,Florida,CITRUS,STANDARD
34428,28.958393,-82.599279,CRYSTAL RIVER,FL,Florida,CITRUS,STANDARD
34429,28.904358,-82.596051,CRYSTAL RIVER,FL,Florida,CITRUS,STANDARD
34430,29.240728,-82.087458,DUNNELLON,FL,Florida,MARION,STANDARD
34431,29.09481,-82.249223,DUNNELLON,FL,Florida,MARION,STANDARD
34432,29.101529,-82.34129,DUNNELLON,FL,Florida,MARION,STANDARD
34433,28.994902,-82.519629,DUNNELLON,FL,Florida,CITRUS,STANDARD
34434,28.993778,-82.424132,DUNNELLON,FL,Florida,CITRUS,STANDARD
34436,28.73035,-82.307734,FLORAL CITY,FL,Florida,CITRUS,STANDARD
34442,28.922317,-82.390044,HERNANDO,FL,Florida,CITRUS,STANDARD
34445,28.948753,-82.406476,HOLDER,FL,Florida,CITRUS,PO BOX ONLY
34446,28.7508,-82.513889,HOMOSASSA,FL,Florida,CITRUS,STANDARD
34447,28.804911,-82.574264,HOMOSASSA SPRINGS,FL,Florida,CITRUS,PO BOX ONLY
34448,28.787963,-82.567981,HOMOSASSA,FL,Florida,CITRUS,STANDARD
34449,29.095501,-82.656099,INGLIS,FL,Florida,LEVY,STANDARD
34450,28.834011,-82.282224,INVERNESS,FL,Florida,CITRUS,STANDARD
34451,28.803207,-82.32167,INVERNESS,FL,Florida,CITRUS,STANDARD
34452,28.777849,-82.360295,INVERNESS,FL,Florida,CITRUS,STANDARD
34453,28.872256,-82.345411,INVERNESS,FL,Florida,CITRUS,STANDARD
34460,28.859286,-82.508694,LECANTO,FL,Florida,CITRUS,STANDARD
34461,28.819711,-82.464061,LECANTO,FL,Florida,CITRUS,STANDARD
34464,28.859286,-82.508694,BEVERLY HILLS,FL,Florida,CITRUS,STANDARD
34465,28.817853,-82.446209,BEVERLY HILLS,FL,Florida,CITRUS,STANDARD
34470,29.238672,-82.169401,OCALA,FL,Florida,MARION,STANDARD
34471,29.160525,-81.942516,OCALA,FL,Florida,MARION,STANDARD
34472,29.125344,-82.008571,OCALA,FL,Florida,MARION,STANDARD
34473,29.113464,-82.195635,OCALA,FL,Florida,MARION,STANDARD
34474,29.150148,-82.137774,OCALA,FL,Florida,MARION,STANDARD
34475,29.154639,-82.304525,OCALA,FL,Florida,MARION,STANDARD
34476,29.115896,-82.242211,OCALA,FL,Florida,MARION,STANDARD
34477,29.240728,-82.087458,OCALA,FL,Florida,MARION,STANDARD
34478,29.187178,-82.112278,OCALA,FL,Florida,MARION,STANDARD
34479,29.178235,-82.02819,OCALA,FL,Florida,MARION,STANDARD
34480,29.180072,-82.03227,OCALA,FL,Florida,MARION,STANDARD
34481,29.128062,-82.297544,OCALA,FL,Florida,MARION,STANDARD
34482,29.261079,-82.219513,OCALA,FL,Florida,MARION,STANDARD
34483,29.240728,-82.087458,OCALA,FL,Florida,MARION,STANDARD
34484,28.905906,-82.061193,OXFORD,FL,Florida,SUMTER,STANDARD
34487,28.859286,-82.508694,HOMOSASSA,FL,Florida,CITRUS,STANDARD
34488,29.263549,-81.95316,SILVER SPRINGS,FL,Florida,MARION,STANDARD
34489,29.215153,-82.097163,SILVER SPRINGS,FL,Florida,MARION,STANDARD
34491,29.01123,-82.032463,SUMMERFIELD,FL,Florida,MARION,STANDARD
34492,28.99796,-82.016139,SUMMERFIELD,FL,Florida,MARION,STANDARD
34498,29.030531,-82.719003,YANKEETOWN,FL,Florida,LEVY,STANDARD
34601,28.586197,-82.395858,BROOKSVILLE,FL,Florida,HERNANDO,STANDARD
34602,28.509319,-82.295675,BROOKSVILLE,FL,Florida,HERNANDO,STANDARD
34603,28.564167,-82.416515,BROOKSVILLE,FL,Florida,HERNANDO,STANDARD
34604,,,BROOKSVILLE,FL,Florida,HERNANDO,STANDARD
34605,28.505896,-82.422554,BROOKSVILLE,FL,Florida,HERNANDO,STANDARD
34606,28.496411,-82.40101,SPRING HILL,FL,Florida,HERNANDO,STANDARD
34607,28.504888,-82.625672,SPRING HILL,FL,Florida,HERNANDO,STANDARD
34608,28.483643,-82.542698,SPRING HILL,FL,Florida,HERNANDO,STANDARD
34609,28.494344,-82.450658,SPRING HILL,FL,Florida,HERNANDO,STANDARD
34610,28.377455,-82.524063,SPRING HILL,FL,Florida,PASCO,STANDARD
34611,28.564167,-82.416515,SPRING HILL,FL,Florida,HERNANDO,STANDARD
34613,28.604951,-82.531987,BROOKSVILLE,FL,Florida,HERNANDO,STANDARD
34614,28.627958,-82.536465,BROOKSVILLE,FL,Florida,HERNANDO,STANDARD
34636,28.65503,-82.267706,ISTACHATTA,FL,Florida,HERNANDO,PO BOX ONLY
34639,28.250774,-82.46263,LAND O LAKES,FL,Florida,PASCO,STANDARD
34652,28.239369,-82.736882,NEW PORT RICHEY,FL,Florida,PASCO,STANDARD
34653,28.242508,-82.695536,NEW PORT RICHEY,FL,Florida,PASCO,STANDARD
34654,28.296388,-82.617095,NEW PORT RICHEY,FL,Florida,PASCO,STANDARD
34655,28.216016,-82.67162,NEW PORT RICHEY,FL,Florida,PASCO,STANDARD
34656,28.324796,-82.481766,NEW PORT RICHEY,FL,Florida,PASCO,STANDARD
34660,28.067043,-82.778424,OZONA,FL,Florida,PINELLAS,PO BOX ONLY
34661,28.64364,-82.263836,NOBLETON,FL,Florida,HERNANDO,PO BOX ONLY
34667,28.382489,-82.64803,HUDSON,FL,Florida,PASCO,STANDARD
34668,28.297976,-82.704101,PORT RICHEY,FL,Florida,PASCO,STANDARD
34669,28.360086,-82.62074,HUDSON,FL,Florida,PASCO,STANDARD
34673,28.324796,-82.481766,PORT RICHEY,FL,Florida,PASCO,STANDARD
34674,28.324796,-82.481766,HUDSON,FL,Florida,PASCO,STANDARD
34677,28.050324,-82.677379,OLDSMAR,FL,Florida,PINELLAS,STANDARD
34679,28.430213,-82.661555,ARIPEKA,FL,Florida,PASCO,PO BOX ONLY
34680,28.324796,-82.481766,ELFERS,FL,Florida,PASCO,PO BOX ONLY
34681,28.087401,-82.777683,CRYSTAL BEACH,FL,Florida,PINELLAS,PO BOX ONLY
34682,27.891809,-82.724763,PALM HARBOR,FL,Florida,PINELLAS,STANDARD
34683,28.074144,-82.744889,PALM HARBOR,FL,Florida,PINELLAS,STANDARD
34684,28.084797,-82.725257,PALM HARBOR,FL,Florida,PINELLAS,STANDARD
34685,28.109717,-82.692882,PALM HARBOR,FL,Florida,PINELLAS,STANDARD
34688,27.891809,-82.724763,TARPON SPRINGS,FL,Florida,PINELLAS,STANDARD
34689,28.092104,-82.732165,TARPON SPRINGS,FL,Florida,PINELLAS,STANDARD
34690,28.191434,-82.724448,HOLIDAY,FL,Florida,PASCO,STANDARD
34691,28.196394,-82.762191,HOLIDAY,FL,Florida,PASCO,STANDARD
34695,28.017645,-82.747692,SAFETY HARBOR,FL,Florida,PINELLAS,STANDARD
34697,27.891809,-82.724763,DUNEDIN,FL,Florida,PINELLAS,STANDARD
34698,28.010895,-82.773995,DUNEDIN,FL,Florida,PINELLAS,STANDARD
34705,28.706723,-81.718455,ASTATULA,FL,Florida,LAKE,STANDARD
34711,28.584025,-81.779423,CLERMONT,FL,Florida,LAKE,STANDARD
34712,28.811078,-81.653642,CLERMONT,FL,Florida,LAKE,STANDARD
34713,28.811078,-81.653642,CLERMONT,FL,Florida,LAKE,STANDARD
34729,28.811078,-81.653642,FERNDALE,FL,Florida,LAKE,STANDARD
34731,28.863361,-81.905624,FRUITLAND PARK,FL,Florida,LAKE,STANDARD
34734,28.538407,-81.520774,GOTHA,FL,Florida,ORANGE,STANDARD
34736,28.587996,-81.870269,GROVELAND,FL,Florida,LAKE,STANDARD
34737,28.697081,-81.797564,HOWEY IN THE HILLS,FL,Florida,LAKE,STANDARD
34739,27.933215,-81.092447,KENANSVILLE,FL,Florida,OSCEOLA,STANDARD
34740,28.545385,-81.650667,KILLARNEY,FL,Florida,ORANGE,PO BOX ONLY
34741,28.307138,-81.461385,KISSIMMEE,FL,Florida,OSCEOLA,STANDARD
34742,27.995287,-81.259332,KISSIMMEE,FL,Florida,OSCEOLA,STANDARD
34743,28.326039,-81.405894,KISSIMMEE,FL,Florida,OSCEOLA,STANDARD
34744,28.297638,-81.32402,KISSIMMEE,FL,Florida,OSCEOLA,STANDARD
34745,27.995287,-81.259332,KISSIMMEE,FL,Florida,OSCEOLA,STANDARD
34746,28.243011,-81.400997,KISSIMMEE,FL,Florida,OSCEOLA,STANDARD
34747,28.303738,-81.589782,KISSIMMEE,FL,Florida,OSCEOLA,STANDARD
34748,28.758895,-81.888695,LEESBURG,FL,Florida,LAKE,STANDARD
34749,28.811078,-81.653642,LEESBURG,FL,Florida,LAKE,STANDARD
34753,28.58299,-81.894119,MASCOTTE,FL,Florida,LAKE,STANDARD
34755,28.578234,-81.831883,MINNEOLA,FL,Florida,LAKE,PO BOX ONLY
34756,28.581499,-81.685146,MONTVERDE,FL,Florida,LAKE,STANDARD
34758,28.203877,-81.487992,KISSIMMEE,FL,Florida,OSCEOLA,STANDARD
34759,28.094636,-81.498979,KISSIMMEE,FL,Florida,POLK,STANDARD
34760,28.550978,-81.621546,OAKLAND,FL,Florida,ORANGE,PO BOX ONLY
34761,28.569438,-81.530251,OCOEE,FL,Florida,ORANGE,STANDARD
34762,28.74751,-81.895885,OKAHUMPKA,FL,Florida,LAKE,STANDARD
34769,28.230351,-81.359092,SAINT CLOUD,FL,Florida,OSCEOLA,STANDARD
34770,27.995287,-81.259332,SAINT CLOUD,FL,Florida,OSCEOLA,STANDARD
34771,28.246439,-81.231589,SAINT CLOUD,FL,Florida,OSCEOLA,STANDARD
34772,28.172669,-81.26899,SAINT CLOUD,FL,Florida,OSCEOLA,STANDARD
34773,28.146663,-80.993806,SAINT CLOUD,FL,Florida,OSCEOLA,STANDARD
34777,28.541579,-81.605846,WINTER GARDEN,FL,Florida,ORANGE,STANDARD
34778,28.566338,-81.260818,WINTER GARDEN,FL,Florida,ORANGE,STANDARD
34785,28.844473,-82.078342,WILDWOOD,FL,Florida,SUMTER,STANDARD
34786,28.481031,-81.543979,WINDERMERE,FL,Florida,ORANGE,STANDARD
34787,28.468581,-81.512343,WINTER GARDEN,FL,Florida,ORANGE,STANDARD
34788,28.888724,-81.782704,LEESBURG,FL,Florida,LAKE,STANDARD
34789,28.811078,-81.653642,LEESBURG,FL,Florida,LAKE,STANDARD
34797,28.712017,-81.808159,YALAHA,FL,Florida,LAKE,STANDARD
34945,27.412128,-80.534169,FORT PIERCE,FL,Florida,SAINT LUCIE,STANDARD
34946,27.511616,-80.364447,FORT PIERCE,FL,Florida,SAINT LUCIE,STANDARD
34947,27.445611,-80.387742,FORT PIERCE,FL,Florida,SAINT LUCIE,STANDARD
34948,27.382196,-80.409024,FORT PIERCE,FL,Florida,SAINT LUCIE,STANDARD
34949,27.456687,-80.285812,FORT PIERCE,FL,Florida,SAINT LUCIE,STANDARD
34950,27.448066,-80.333224,FORT PIERCE,FL,Florida,SAINT LUCIE,STANDARD
34951,27.513925,-80.457475,FORT PIERCE,FL,Florida,SAINT LUCIE,STANDARD
34952,27.312492,-80.313322,PORT SAINT LUCIE,FL,Florida,SAINT LUCIE,STANDARD
34953,27.257707,-80.380277,PORT SAINT LUCIE,FL,Florida,SAINT LUCIE,STANDARD
34954,27.382196,-80.409024,FORT PIERCE,FL,Florida,SAINT LUCIE,STANDARD
34956,27.106451,-80.45192,INDIANTOWN,FL,Florida,MARTIN,STANDARD
34957,27.236473,-80.237943,JENSEN BEACH,FL,Florida,MARTIN,STANDARD
34958,27.242402,-80.224613,JENSEN BEACH,FL,Florida,MARTIN,STANDARD
34972,27.420316,-80.945361,OKEECHOBEE,FL,Florida,OKEECHOBEE,STANDARD
34973,27.297631,-80.802656,OKEECHOBEE,FL,Florida,OKEECHOBEE,STANDARD
34974,27.216626,-80.827757,OKEECHOBEE,FL,Florida,OKEECHOBEE,STANDARD
34979,27.382196,-80.409024,FORT PIERCE,FL,Florida,SAINT LUCIE,STANDARD
34981,27.391213,-80.374042,FORT PIERCE,FL,Florida,SAINT LUCIE,STANDARD
34982,27.362859,-80.307717,FORT PIERCE,FL,Florida,SAINT LUCIE,STANDARD
34983,27.347284,-80.347722,PORT SAINT LUCIE,FL,Florida,SAINT LUCIE,STANDARD
34984,27.251266,-80.345407,PORT SAINT LUCIE,FL,Florida,SAINT LUCIE,STANDARD
34985,27.382196,-80.409024,PORT SAINT LUCIE,FL,Florida,SAINT LUCIE,STANDARD
34986,27.333392,-80.397427,PORT SAINT LUCIE,FL,Florida,SAINT LUCIE,STANDARD
34987,27.29076,-80.484851,PORT SAINT LUCIE,FL,Florida,SAINT LUCIE,STANDARD
34988,27.386818,-80.503746,PORT SAINT LUCIE,FL,Florida,SAINT LUCIE,STANDARD
34990,27.111235,-80.419042,PALM CITY,FL,Florida,MARTIN,STANDARD
34991,27.110182,-80.454196,PALM CITY,FL,Florida,MARTIN,STANDARD
34992,27.110182,-80.454196,PORT SALERNO,FL,Florida,MARTIN,PO BOX ONLY
34994,27.189748,-80.254768,STUART,FL,Florida,MARTIN,STANDARD
34995,27.17537,-80.241512,STUART,FL,Florida,MARTIN,STANDARD
34996,27.205819,-80.195911,STUART,FL,Florida,MARTIN,STANDARD
34997,27.108081,-80.230818,STUART,FL,Florida,MARTIN,STANDARD
35004,33.603543,-86.466833,MOODY,AL,Alabama,SAINT CLAIR,STANDARD
35005,33.578097,-86.987228,ADAMSVILLE,AL,Alabama,JEFFERSON,STANDARD
35006,33.437653,-87.207592,ADGER,AL,Alabama,JEFFERSON,STANDARD
35007,33.193415,-86.794377,ALABASTER,AL,Alabama,SHELBY,STANDARD
35010,32.930079,-85.805026,ALEXANDER CITY,AL,Alabama,TALLAPOOSA,STANDARD
35011,32.990191,-85.958001,ALEXANDER CITY,AL,Alabama,TALLAPOOSA,STANDARD
35013,33.922162,-86.449262,ALLGOOD,AL,Alabama,BLOUNT,PO BOX ONLY
35014,33.403969,-86.233878,ALPINE,AL,Alabama,TALLADEGA,STANDARD
35015,33.544622,-86.929208,ALTON,AL,Alabama,JEFFERSON,PO BOX ONLY
35016,34.393855,-86.365403,ARAB,AL,Alabama,MARSHALL,STANDARD
35019,34.265451,-86.712779,BAILEYTON,AL,Alabama,CULLMAN,STANDARD
35020,33.441602,-86.88857,BESSEMER,AL,Alabama,JEFFERSON,STANDARD
35021,33.544622,-86.929208,BESSEMER,AL,Alabama,JEFFERSON,STANDARD
35022,33.352745,-86.968328,BESSEMER,AL,Alabama,JEFFERSON,STANDARD
35023,33.478989,-86.944763,BESSEMER,AL,Alabama,JEFFERSON,STANDARD
35031,34.091285,-86.559625,BLOUNTSVILLE,AL,Alabama,BLOUNT,STANDARD
35032,33.256886,-86.338572,BON AIR,AL,Alabama,TALLADEGA,PO BOX ONLY
35033,33.957886,-87.003767,BREMEN,AL,Alabama,CULLMAN,STANDARD
35034,32.989499,-87.220392,BRENT,AL,Alabama,BIBB,STANDARD
35035,33.016616,-86.9598,BRIERFIELD,AL,Alabama,BIBB,STANDARD
35036,33.63628,-86.916202,BROOKSIDE,AL,Alabama,JEFFERSON,PO BOX ONLY
35038,33.804411,-87.202136,BURNWELL,AL,Alabama,WALKER,PO BOX ONLY
35040,33.138832,-86.725315,CALERA,AL,Alabama,SHELBY,STANDARD
35041,33.64672,-86.931818,CARDIFF,AL,Alabama,JEFFERSON,PO BOX ONLY
35042,32.948233,-87.139316,CENTREVILLE,AL,Alabama,BIBB,STANDARD
35043,33.298238,-86.656328,CHELSEA,AL,Alabama,SHELBY,STANDARD
35044,33.245885,-86.364148,CHILDERSBURG,AL,Alabama,TALLADEGA,STANDARD
35045,32.856632,-86.652875,CLANTON,AL,Alabama,CHILTON,STANDARD
35046,32.886365,-86.648931,CLANTON,AL,Alabama,CHILTON,STANDARD
35048,33.544622,-86.929208,CLAY,AL,Alabama,JEFFERSON,PO BOX ONLY
35049,33.977816,-86.55985,CLEVELAND,AL,Alabama,BLOUNT,STANDARD
35051,33.232849,-86.554849,COLUMBIANA,AL,Alabama,SHELBY,STANDARD
35052,33.589518,-86.392283,COOK SPRINGS,AL,Alabama,SAINT CLAIR,PO BOX ONLY
35053,34.044614,-87.051404,CRANE HILL,AL,Alabama,CULLMAN,STANDARD
35054,33.529643,-86.300691,CROPWELL,AL,Alabama,SAINT CLAIR,STANDARD
35055,34.111067,-86.853185,CULLMAN,AL,Alabama,CULLMAN,STANDARD
35056,34.196448,-86.895226,CULLMAN,AL,Alabama,CULLMAN,STANDARD
35057,34.087769,-86.944713,CULLMAN,AL,Alabama,CULLMAN,STANDARD
35058,34.209766,-86.752029,CULLMAN,AL,Alabama,CULLMAN,STANDARD
35060,33.558905,-86.929443,DOCENA,AL,Alabama,JEFFERSON,PO BOX ONLY
35061,33.460807,-86.960864,DOLOMITE,AL,Alabama,JEFFERSON,STANDARD
35062,33.735709,-87.054641,DORA,AL,Alabama,WALKER,STANDARD
35063,33.827269,-87.027469,EMPIRE,AL,Alabama,WALKER,STANDARD
35064,33.475407,-86.925391,FAIRFIELD,AL,Alabama,JEFFERSON,STANDARD
35068,33.601739,-86.826491,FULTONDALE,AL,Alabama,JEFFERSON,STANDARD
35070,34.005773,-86.74995,GARDEN CITY,AL,Alabama,CULLMAN,PO BOX ONLY
35071,33.70615,-86.848289,GARDENDALE,AL,Alabama,JEFFERSON,STANDARD
35072,33.058725,-86.079106,GOODWATER,AL,Alabama,COOSA,STANDARD
35073,33.659545,-86.801693,GRAYSVILLE,AL,Alabama,JEFFERSON,STANDARD
35074,33.202691,-87.118044,GREEN POND,AL,Alabama,BIBB,PO BOX ONLY
35077,34.034276,-86.841753,HANCEVILLE,AL,Alabama,CULLMAN,STANDARD
35078,33.199274,-86.459291,HARPERSVILLE,AL,Alabama,SHELBY,STANDARD
35079,33.953352,-86.745469,HAYDEN,AL,Alabama,BLOUNT,STANDARD
35080,33.266341,-86.901975,HELENA,AL,Alabama,SHELBY,STANDARD
35082,33.116229,-86.138624,HOLLINS,AL,Alabama,CLAY,PO BOX ONLY
35083,34.152149,-86.791286,HOLLY POND,AL,Alabama,CULLMAN,STANDARD
35085,32.970056,-86.734146,JEMISON,AL,Alabama,CHILTON,STANDARD
35087,34.272537,-86.576125,JOPPA,AL,Alabama,CULLMAN,STANDARD
35089,32.934298,-86.095801,KELLYTON,AL,Alabama,COOSA,STANDARD
35091,33.769928,-86.800573,KIMBERLY,AL,Alabama,JEFFERSON,STANDARD
35094,33.51828,-86.584472,LEEDS,AL,Alabama,JEFFERSON,STANDARD
35096,33.445821,-86.255605,LINCOLN,AL,Alabama,TALLADEGA,STANDARD
35097,33.904975,-86.626094,LOCUST FORK,AL,Alabama,BLOUNT,STANDARD
35098,34.137678,-87.026554,LOGAN,AL,Alabama,CULLMAN,STANDARD
35111,33.299704,-87.048881,MC CALLA,AL,Alabama,JEFFERSON,STANDARD
35112,33.695814,-86.46564,MARGARET,AL,Alabama,SAINT CLAIR,PO BOX ONLY
35114,33.337916,-86.733796,MAYLENE,AL,Alabama,SHELBY,STANDARD
